monthly_income,monthly_expenses,monthly_emi,cash_flow_surplus,debt_to_income,average_balance,income_stability,expense_volatility,transaction_regularity,savings_rate,failed_payment_count,recurring_obligation_amount,existing_debt_amount,credit_history_available,credit_history_length,default_probability_ground_truth,default_risk
23535.66,17028.06,6000.0,507.6,0.2549,4388.51,0.684,0.395,0.633,0.2765,2,5464.11,144000.0,1,21,0.9996,1
38857.36,28650.08,1500.0,8707.28,0.0386,7685.95,0.874,0.215,0.792,0.2627,0,3305.54,18000.0,0,0,0.488,0
72152.48,43316.01,10000.0,18836.47,0.1386,15408.39,0.673,0.211,0.873,0.3997,0,13365.25,180000.0,0,0,0.4139,1
98287.24,62894.55,6000.0,29392.69,0.061,39678.56,0.678,0.25,0.879,0.3601,0,9041.99,108000.0,1,15,0.0255,0
50651.71,35903.3,1500.0,13248.41,0.0296,10761.36,0.879,0.14,0.82,0.2912,0,5688.77,18000.0,0,0,0.1938,0
74977.12,40162.72,3000.0,31814.4,0.04,31526.12,0.734,0.188,0.848,0.4643,0,8665.59,54000.0,0,0,0.0197,0
80788.11,46752.24,2500.0,31535.87,0.0309,22209.81,0.927,0.124,0.895,0.4213,0,6728.14,37500.0,1,3,0.0103,0
27313.1,18055.58,1500.0,7757.53,0.0549,14896.55,0.831,0.135,0.897,0.3389,0,5082.39,18000.0,0,0,0.2244,0
26236.08,17281.63,0.0,8954.46,0.0,6948.92,0.858,0.133,0.865,0.3413,0,4685.63,0.0,0,0,0.2233,0
54577.58,36117.9,3000.0,15459.68,0.055,35907.01,0.764,0.262,0.857,0.3382,0,10134.11,54000.0,1,22,0.0966,0
72444.84,30405.78,0.0,42039.06,0.0,32788.0,0.957,0.132,0.966,0.5803,0,5446.7,0.0,0,0,0.0009,0
45790.77,25876.61,3000.0,16914.16,0.0655,9012.61,0.786,0.189,0.765,0.4349,0,3269.1,36000.0,0,0,0.405,0
30198.19,22489.21,18000.0,-10291.02,0.5961,5057.21,0.569,0.29,0.641,0.2553,4,4015.32,432000.0,0,0,1.0,1
42841.98,34077.45,18000.0,-9235.47,0.4201,3315.45,0.636,0.269,0.748,0.2046,2,5149.61,432000.0,1,15,0.9999,1
40049.36,30030.67,0.0,10018.69,0.0,16773.24,0.756,0.124,0.778,0.2502,0,5378.52,0.0,0,0,0.2055,1
28528.14,20613.52,18000.0,-10085.39,0.631,4156.2,0.627,0.291,0.607,0.2774,1,6947.18,432000.0,0,0,1.0,1
30414.3,24221.34,10000.0,-3807.04,0.3288,2269.54,0.563,0.432,0.719,0.2036,4,7220.37,240000.0,1,22,1.0,1
64272.27,36209.88,6000.0,22062.39,0.0934,12161.96,0.707,0.294,0.847,0.4366,0,10741.35,108000.0,0,0,0.4286,1
36478.07,23223.77,3000.0,10254.3,0.0822,6010.21,0.848,0.164,0.807,0.3633,0,5321.99,36000.0,0,0,0.5088,1
29230.24,17453.76,4500.0,7276.48,0.154,11728.51,0.872,0.206,0.832,0.4029,0,5925.73,54000.0,0,0,0.6604,0
38087.36,28163.64,6000.0,3923.72,0.1575,2164.3,0.635,0.351,0.733,0.2606,1,6046.1,144000.0,1,33,0.9934,1
48808.13,28400.42,4500.0,15907.7,0.0922,5949.88,0.883,0.125,0.771,0.4181,0,5728.33,54000.0,0,0,0.3615,0
27354.36,18322.01,0.0,9032.35,0.0,3288.13,0.745,0.24,0.904,0.3302,0,3058.2,0.0,0,0,0.4704,0
26711.55,19550.64,1500.0,5660.9,0.0562,15212.62,0.714,0.236,0.913,0.2681,0,4597.08,18000.0,0,0,0.4749,0
28497.88,18968.6,4500.0,5029.28,0.1579,10410.71,0.801,0.112,0.855,0.3344,0,5567.78,54000.0,0,0,0.624,1
54102.02,29959.15,0.0,24142.88,0.0,24764.24,0.961,0.071,0.912,0.4462,0,9715.98,0.0,1,3,0.0072,0
62508.54,30761.48,5000.0,26747.06,0.08,18095.92,0.974,0.088,0.929,0.5079,0,9033.54,75000.0,0,0,0.0197,0
26346.55,15542.21,0.0,10804.34,0.0,10313.62,0.829,0.139,0.759,0.4101,0,5405.74,0.0,0,0,0.2699,0
15000.0,13433.56,6000.0,-4433.56,0.4,2211.81,0.543,0.323,0.543,0.1044,1,7643.34,144000.0,1,18,0.9999,1
51992.4,36806.02,10000.0,5186.38,0.1923,4709.96,0.63,0.425,0.66,0.2921,1,4374.08,240000.0,0,0,0.9973,1
37707.28,23131.6,3000.0,11575.68,0.0796,14638.6,0.8,0.147,0.888,0.3865,0,5019.02,36000.0,0,0,0.2485,0
50123.56,28936.36,0.0,21187.2,0.0,13526.94,0.876,0.103,0.878,0.4227,0,4340.32,0.0,0,0,0.0402,0
34141.49,22470.33,1500.0,10171.16,0.0439,16395.93,0.841,0.243,0.84,0.3418,0,5861.11,18000.0,0,0,0.3275,1
51328.07,29180.57,0.0,22147.5,0.0,26155.43,0.953,0.097,0.9,0.4315,0,5303.42,0.0,0,0,0.0101,0
85719.08,48481.42,2500.0,34737.65,0.0292,25933.32,0.903,0.069,0.934,0.4344,0,9174.78,37500.0,1,4,0.0036,0
43712.21,17756.5,5000.0,20955.72,0.1144,28957.62,0.919,0.074,0.888,0.5938,0,7898.69,75000.0,0,0,0.0283,0
43955.31,31109.81,6000.0,6845.51,0.1365,721.55,0.666,0.442,0.588,0.2922,1,6134.22,144000.0,0,0,0.9972,1
32654.91,23223.56,0.0,9431.35,0.0,8874.91,0.738,0.176,0.897,0.2888,0,3235.61,0.0,0,0,0.2843,1
66968.29,37727.17,5000.0,24241.12,0.0747,46181.92,0.963,0.11,0.929,0.4366,0,9921.61,75000.0,0,0,0.0037,0
28140.55,18774.13,1500.0,7866.42,0.0533,15809.85,0.789,0.225,0.795,0.3328,0,4613.08,18000.0,0,0,0.4763,0
72701.08,45744.2,3000.0,23956.88,0.0413,35624.46,0.837,0.207,0.909,0.3708,0,7846.68,54000.0,0,0,0.0182,0
39707.69,31637.47,10000.0,-1929.78,0.2518,3073.3,0.524,0.451,0.562,0.2032,3,7643.3,240000.0,1,21,1.0,1
73826.31,45786.44,3000.0,25039.86,0.0406,27698.9,0.75,0.173,0.827,0.3798,0,9891.93,54000.0,1,4,0.0456,0
66455.59,35054.06,2500.0,28901.54,0.0376,17256.15,0.959,0.084,0.957,0.4725,0,7420.92,37500.0,0,0,0.0102,0
47489.16,29061.92,0.0,18427.25,0.0,18161.3,0.718,0.238,0.867,0.388,0,4070.17,0.0,0,0,0.1408,0
68141.58,27381.54,0.0,40760.04,0.0,27233.28,0.977,0.111,0.906,0.5982,0,5140.96,0.0,0,0,0.0017,0
48198.13,42590.62,10000.0,-4392.49,0.2075,2072.74,0.538,0.379,0.727,0.1163,3,4263.32,240000.0,1,23,0.9999,1
32945.08,28856.35,10000.0,-5911.27,0.3035,1427.62,0.596,0.268,0.57,0.1241,1,7780.49,240000.0,0,0,0.9996,1
47900.48,23820.36,2500.0,21580.12,0.0522,34766.51,0.969,0.113,0.947,0.5027,0,9728.88,37500.0,0,0,0.0079,0
90116.71,58034.43,10000.0,22082.28,0.111,24111.89,0.694,0.216,0.893,0.356,0,6935.63,180000.0,1,21,0.1559,0
38598.89,24794.43,1500.0,12304.46,0.0389,17274.47,0.816,0.209,0.82,0.3576,0,5097.94,18000.0,0,0,0.2556,0
42956.79,23555.48,6000.0,13401.31,0.1397,22635.98,0.827,0.207,0.912,0.4516,0,10284.51,108000.0,1,19,0.2523,0
25303.73,15989.74,3000.0,6313.99,0.1186,12034.35,0.854,0.134,0.907,0.3681,0,4139.77,36000.0,0,0,0.4,0
79698.7,39632.65,2500.0,37566.05,0.0314,50700.26,0.914,0.131,0.934,0.5027,0,8830.79,37500.0,1,11,0.0007,0
62848.7,26554.95,5000.0,31293.75,0.0796,18791.88,0.915,0.075,0.921,0.5775,0,8973.31,75000.0,0,0,0.0143,0
38546.97,22337.62,1500.0,14709.36,0.0389,5014.13,0.813,0.207,0.909,0.4205,0,5838.23,18000.0,0,0,0.3002,0
34800.8,25370.38,4500.0,4930.42,0.1293,9019.33,0.872,0.117,0.911,0.271,0,3027.93,54000.0,0,0,0.4644,1
62875.55,29407.58,0.0,33467.98,0.0,23961.41,0.949,0.137,0.946,0.5323,0,9097.14,0.0,1,2,0.0044,0
74851.06,32379.11,5000.0,37471.95,0.0668,33980.48,0.968,0.141,0.907,0.5674,0,6603.31,75000.0,0,0,0.0033,0
25010.09,14708.0,1500.0,8802.09,0.06,10520.36,0.7,0.221,0.763,0.4119,0,4158.71,18000.0,0,0,0.667,0
41478.89,24587.99,2500.0,14390.9,0.0603,18935.25,0.902,0.093,0.968,0.4072,0,5472.78,37500.0,0,0,0.0495,0
52577.84,22508.56,2500.0,27569.28,0.0475,30989.34,0.917,0.1,0.934,0.5719,0,9742.13,37500.0,1,8,0.0067,0
37856.84,22038.08,4500.0,11318.76,0.1189,8094.4,0.732,0.173,0.812,0.4179,0,3387.11,54000.0,0,0,0.6349,1
70556.32,28795.24,5000.0,36761.07,0.0709,26685.69,0.967,0.08,0.959,0.5919,0,9834.33,75000.0,0,0,0.0033,0
33307.77,24909.88,0.0,8397.89,0.0,11256.46,0.831,0.166,0.911,0.2521,0,4596.26,0.0,0,0,0.1917,0
56140.45,24632.06,0.0,31508.39,0.0,31834.47,0.959,0.069,0.937,0.5612,0,9308.12,0.0,1,6,0.0019,0
74737.14,37871.06,5000.0,31866.08,0.0669,17254.81,0.932,0.119,0.929,0.4933,0,6338.87,75000.0,0,0,0.0162,0
66461.93,30962.24,0.0,35499.69,0.0,31394.98,0.94,0.104,0.897,0.5341,0,9924.65,0.0,1,3,0.0023,0
27894.82,22542.42,14000.0,-8647.6,0.5019,5728.35,0.596,0.343,0.623,0.1919,2,4756.31,336000.0,1,26,1.0,1
65284.46,27693.15,0.0,37591.3,0.0,21581.78,0.942,0.09,0.939,0.5758,0,7154.92,0.0,0,0,0.0028,0
50342.02,38515.86,6000.0,5826.16,0.1192,3897.6,0.695,0.322,0.606,0.2349,2,4098.79,144000.0,1,22,0.9967,1
40509.12,24304.68,0.0,16204.45,0.0,14664.14,0.838,0.186,0.819,0.4,0,3650.44,0.0,0,0,0.1377,0
48585.3,28633.15,3000.0,16952.15,0.0617,39926.76,0.815,0.223,0.882,0.4107,0,7636.28,54000.0,0,0,0.0412,0
100308.31,57985.75,6000.0,36322.55,0.0598,17171.29,0.744,0.205,0.815,0.4219,0,11973.61,108000.0,1,9,0.0555,1
53499.42,21646.37,5000.0,26853.05,0.0935,24001.79,0.917,0.073,0.908,0.5954,0,8196.31,75000.0,0,0,0.0176,0
27120.25,18756.08,1500.0,6864.17,0.0553,16911.2,0.751,0.198,0.77,0.3084,0,4311.44,18000.0,0,0,0.5023,1
45852.26,34379.15,1500.0,9973.11,0.0327,13099.65,0.781,0.134,0.794,0.2502,0,4101.83,18000.0,0,0,0.2983,0
18094.05,14053.77,14000.0,-9959.72,0.7737,829.24,0.63,0.404,0.584,0.2233,3,4153.46,336000.0,1,21,1.0,1
93373.65,37587.85,5000.0,50785.8,0.0535,29646.1,0.936,0.084,0.894,0.5974,0,7481.61,75000.0,0,0,0.001,0
97643.39,60524.79,10000.0,27118.6,0.1024,24306.39,0.672,0.21,0.851,0.3801,0,13750.02,180000.0,0,0,0.1185,0
34811.94,23802.69,1500.0,9509.25,0.0431,13944.68,0.867,0.119,0.772,0.3162,0,5839.14,18000.0,0,0,0.2615,0
76934.89,45090.75,5000.0,26844.14,0.065,13849.68,0.98,0.052,0.891,0.4139,0,9102.88,75000.0,0,0,0.0216,0
38823.34,25703.76,3000.0,10119.58,0.0773,2743.82,0.771,0.192,0.85,0.3379,0,4921.45,36000.0,0,0,0.6114,1
38008.88,27293.74,3000.0,7715.14,0.0789,5822.26,0.858,0.153,0.819,0.2819,0,3575.62,36000.0,0,0,0.5213,1
39092.78,22805.4,0.0,16287.38,0.0,12101.54,0.856,0.138,0.891,0.4166,0,5837.02,0.0,0,0,0.084,0
55315.25,29102.33,0.0,26212.91,0.0,50538.19,0.915,0.101,0.933,0.4739,0,8677.6,0.0,0,0,0.0012,0
38020.02,27709.75,4500.0,5810.27,0.1184,19236.27,0.711,0.223,0.756,0.2712,0,4626.9,54000.0,0,0,0.7146,0
40343.61,27953.18,4500.0,7890.43,0.1115,7193.65,0.841,0.201,0.817,0.3071,0,3360.48,54000.0,0,0,0.6608,1
49540.68,27055.94,2500.0,19984.74,0.0505,47621.28,0.906,0.069,0.964,0.4539,0,9473.81,37500.0,0,0,0.003,0
22016.93,17966.82,18000.0,-13949.89,0.8176,3778.19,0.564,0.418,0.547,0.184,2,5345.8,432000.0,0,0,1.0,1
26517.15,16962.53,1500.0,8054.62,0.0566,9682.58,0.849,0.246,0.824,0.3603,0,4697.59,18000.0,0,0,0.541,1
39103.17,26594.9,3000.0,9508.27,0.0767,19826.44,0.788,0.235,0.878,0.3199,0,4809.67,36000.0,0,0,0.3407,0
37113.67,25039.21,0.0,12074.45,0.0,10834.04,0.705,0.168,0.807,0.3253,0,3788.08,0.0,0,0,0.3097,0
39209.85,23135.02,1500.0,14574.83,0.0383,19852.34,0.818,0.111,0.775,0.41,0,5436.95,18000.0,0,0,0.1311,0
105692.7,66996.18,6000.0,32696.52,0.0568,32753.84,0.778,0.156,0.893,0.3661,0,10503.23,108000.0,0,0,0.0111,0
49017.45,35498.12,1500.0,12019.33,0.0306,16080.15,0.854,0.184,0.9,0.2758,0,4552.89,18000.0,0,0,0.151,1
62739.92,32811.76,0.0,29928.16,0.0,37224.47,0.907,0.127,0.955,0.477,0,6531.2,0.0,1,1,0.0024,0
37764.51,33504.63,14000.0,-9740.12,0.3707,737.17,0.583,0.422,0.586,0.1128,1,7986.73,336000.0,1,25,0.9999,1
85229.59,43251.96,5000.0,36977.63,0.0587,33202.17,0.903,0.087,0.904,0.4925,0,5361.88,75000.0,1,3,0.003,0
34642.55,28088.58,18000.0,-11446.03,0.5196,2939.5,0.501,0.437,0.726,0.1892,1,4384.5,432000.0,0,0,1.0,1
48463.68,35292.48,6000.0,7171.21,0.1238,6812.43,0.662,0.272,0.658,0.2718,4,4834.61,144000.0,1,8,0.9992,1
69649.65,32055.99,0.0,37593.66,0.0,22736.41,0.948,0.067,0.954,0.5398,0,8311.86,0.0,0,0,0.002,0
79825.39,43859.36,10000.0,25966.03,0.1253,16751.8,0.702,0.282,0.934,0.4506,0,11524.61,180000.0,0,0,0.2369,1
76253.86,40028.71,0.0,36225.15,0.0,42715.24,0.93,0.06,0.952,0.4751,0,8543.83,0.0,0,0,0.0005,0
46719.24,34079.8,1500.0,11139.44,0.0321,9715.26,0.791,0.105,0.899,0.2705,0,5834.25,18000.0,0,0,0.1866,1
70861.17,28690.14,2500.0,39671.02,0.0353,27798.86,0.944,0.072,0.923,0.5951,0,8635.66,37500.0,0,0,0.002,0
27110.08,20405.61,6000.0,704.47,0.2213,2076.39,0.525,0.497,0.579,0.2473,1,4427.97,144000.0,1,31,0.9997,1
26140.69,17074.81,0.0,9065.87,0.0,10496.26,0.888,0.236,0.846,0.3468,0,4143.44,0.0,0,0,0.3005,0
56545.8,32307.22,5000.0,19238.58,0.0884,47111.07,0.927,0.106,0.89,0.4287,0,7067.33,75000.0,0,0,0.0083,0
30429.75,24987.08,14000.0,-8557.33,0.4601,1184.76,0.577,0.467,0.642,0.1789,2,4268.96,336000.0,0,0,1.0,1
113076.33,67710.37,3000.0,42365.96,0.0265,28098.14,0.653,0.195,0.905,0.4012,0,8661.78,54000.0,0,0,0.0087,0
40537.53,17320.64,0.0,23216.89,0.0,25234.46,0.904,0.07,0.881,0.5727,0,6581.88,0.0,1,3,0.0106,0
56335.29,38350.56,1500.0,16484.73,0.0266,19469.85,0.829,0.107,0.759,0.3192,0,4648.87,18000.0,0,0,0.1058,0
27234.49,20788.64,10000.0,-3554.16,0.3672,1043.12,0.53,0.376,0.7,0.2367,2,5962.45,240000.0,1,27,0.9999,1
69811.34,35981.05,0.0,33830.29,0.0,26721.94,0.922,0.13,0.884,0.4846,1,5651.76,0.0,0,0,0.0148,0
77657.68,37476.22,2500.0,37681.46,0.0322,29786.55,0.904,0.05,0.904,0.5174,0,5606.32,37500.0,0,0,0.0022,0
81988.27,35721.48,0.0,46266.79,0.0,39289.32,0.975,0.076,0.965,0.5643,0,8862.61,0.0,0,0,0.0002,0
97630.28,55399.36,3000.0,39230.91,0.0307,36250.96,0.674,0.226,0.888,0.4326,0,10278.23,54000.0,0,0,0.0083,0
46948.42,24647.39,2500.0,19801.03,0.0532,26686.48,0.975,0.078,0.975,0.475,0,8015.07,37500.0,0,0,0.0115,0
52350.09,45351.66,6000.0,998.43,0.1146,3537.31,0.508,0.47,0.579,0.1337,1,5873.84,144000.0,1,6,0.9988,1
37377.82,27249.18,4500.0,5628.64,0.1204,10175.58,0.827,0.124,0.904,0.271,0,3461.25,54000.0,0,0,0.4621,0
40105.78,33762.49,6000.0,343.28,0.1496,4351.06,0.542,0.422,0.555,0.1582,2,7128.01,144000.0,1,19,0.9996,1
96286.74,52542.25,3000.0,40744.49,0.0312,32901.88,0.713,0.168,0.841,0.4543,0,10097.96,54000.0,1,5,0.0071,0
69590.86,47635.95,6000.0,15954.91,0.0862,27284.45,0.723,0.263,0.839,0.3155,0,6357.4,108000.0,1,12,0.2469,1
72359.46,40119.56,0.0,32239.9,0.0,19127.6,0.949,0.096,0.969,0.4456,0,9209.04,0.0,1,5,0.0048,0
47567.81,28327.89,1500.0,17739.92,0.0315,10622.72,0.861,0.153,0.859,0.4045,0,3327.84,18000.0,0,0,0.1343,0
78001.89,52340.97,6000.0,19660.91,0.0769,21071.76,0.845,0.297,0.84,0.329,0,12345.57,108000.0,0,0,0.2191,0
36850.72,27345.2,1500.0,8005.52,0.0407,11339.68,0.86,0.16,0.807,0.2579,0,4441.94,18000.0,0,0,0.35,1
41693.68,24588.05,0.0,17105.63,0.0,37344.77,0.977,0.051,0.928,0.4103,0,7245.62,0.0,0,0,0.0043,0
85603.99,45984.35,5000.0,34619.65,0.0584,24242.22,0.92,0.111,0.939,0.4628,0,7430.29,75000.0,0,0,0.0066,0
35928.49,24669.0,1500.0,9759.49,0.0417,11248.56,0.89,0.209,0.759,0.3134,0,5588.03,18000.0,0,0,0.4257,0
67364.92,34117.7,5000.0,28247.22,0.0742,30645.06,0.907,0.069,0.924,0.4935,0,9081.14,75000.0,1,5,0.0074,0
41515.62,24482.12,1500.0,15533.5,0.0361,17071.84,0.848,0.216,0.835,0.4103,0,5921.23,18000.0,0,0,0.1806,0
45246.45,29239.19,3000.0,13007.26,0.0663,19682.79,0.684,0.229,0.843,0.3538,0,7061.45,54000.0,1,8,0.3545,0
35074.58,24751.23,1500.0,8823.35,0.0428,14017.08,0.894,0.156,0.866,0.2943,0,4188.74,18000.0,0,0,0.2137,1
15000.0,10860.81,14000.0,-9860.81,0.9333,3497.21,0.629,0.343,0.738,0.2759,1,5214.9,336000.0,1,15,1.0,1
48420.72,27630.29,4500.0,16290.44,0.0929,12550.65,0.859,0.127,0.871,0.4294,0,4206.88,54000.0,0,0,0.1835,0
69283.24,39856.04,6000.0,23427.2,0.0866,4054.93,0.66,0.253,0.865,0.4247,0,13344.3,108000.0,1,13,0.4766,1
26933.27,16084.59,3000.0,7848.68,0.1114,15606.91,0.708,0.114,0.751,0.4028,0,3206.97,36000.0,0,0,0.5622,1
24339.55,18210.83,18000.0,-11871.28,0.7395,2308.1,0.604,0.341,0.718,0.2518,1,5340.03,432000.0,0,0,1.0,1
79112.88,36227.1,2500.0,40385.79,0.0316,18204.59,0.905,0.069,0.921,0.5421,0,6886.26,37500.0,0,0,0.0041,0
31202.23,18247.13,3000.0,9955.1,0.0961,10068.06,0.703,0.184,0.815,0.4152,0,4688.49,36000.0,0,0,0.6134,1
46297.45,33531.18,0.0,12766.27,0.0,8358.05,0.72,0.235,0.809,0.2757,0,4078.63,0.0,0,0,0.4243,1
43625.12,25764.94,1500.0,16360.18,0.0344,21993.72,0.859,0.189,0.766,0.4094,0,5108.21,18000.0,0,0,0.1384,0
59347.98,38103.46,10000.0,11244.52,0.1685,28051.4,0.655,0.212,0.85,0.358,0,7945.22,180000.0,0,0,0.4751,1
19313.08,16840.44,6000.0,-3527.36,0.3107,5679.9,0.696,0.403,0.698,0.128,1,4733.83,144000.0,1,6,0.9993,1
117635.06,75193.07,6000.0,36441.99,0.051,12363.96,0.672,0.16,0.888,0.3608,0,12679.81,108000.0,0,0,0.0471,0
56777.64,26521.48,5000.0,25256.15,0.0881,29250.73,0.97,0.083,0.939,0.5329,0,7206.37,75000.0,0,0,0.0102,0
42009.37,28929.41,0.0,13079.96,0.0,12044.38,0.738,0.216,0.893,0.3114,0,4933.27,0.0,0,0,0.2298,0
41870.23,25197.8,3000.0,13672.43,0.0716,14205.34,0.743,0.106,0.784,0.3982,0,4013.24,36000.0,0,0,0.2881,1
30000.0,13624.05,0.0,16375.95,0.0,41954.53,0.948,0.09,0.91,0.5459,0,8733.72,0.0,1,6,0.005,0
30161.29,19250.32,0.0,10910.97,0.0,14616.51,0.865,0.119,0.904,0.3618,0,4393.75,0.0,0,0,0.0913,0
115448.18,67694.31,10000.0,37753.87,0.0866,28839.98,0.742,0.291,0.873,0.4136,0,13065.65,180000.0,1,14,0.0363,0
42026.08,29443.36,3000.0,9582.72,0.0714,11861.34,0.707,0.17,0.86,0.2994,0,3147.82,36000.0,0,0,0.4481,0
18185.67,13883.87,6000.0,-1698.2,0.3299,3331.35,0.606,0.263,0.54,0.2365,3,4530.42,144000.0,0,0,0.9999,1
85912.67,42051.37,2500.0,41361.3,0.0291,31035.38,0.949,0.061,0.896,0.5105,0,6984.45,37500.0,0,0,0.0013,0
44881.46,19988.74,2500.0,22392.72,0.0557,26122.38,0.934,0.101,0.897,0.5546,0,9262.69,37500.0,0,0,0.0188,0
49854.13,25984.12,0.0,23870.01,0.0,31878.0,0.977,0.122,0.959,0.4788,0,7948.65,0.0,0,0,0.0046,0
31987.32,28350.59,10000.0,-6363.27,0.3126,3901.41,0.608,0.364,0.552,0.1137,1,4966.02,240000.0,1,17,0.9998,1
45646.47,18696.41,2500.0,24450.06,0.0548,28577.52,0.946,0.126,0.895,0.5904,0,6268.21,37500.0,0,0,0.0148,0
34852.94,19983.83,4500.0,10369.11,0.1291,8950.33,0.762,0.12,0.784,0.4266,0,3192.13,54000.0,0,0,0.593,1
28028.85,23211.87,10000.0,-5183.02,0.3568,2937.79,0.554,0.302,0.664,0.1719,2,4718.64,240000.0,1,22,0.9999,1
34572.53,28857.81,6000.0,-285.28,0.1735,2483.28,0.639,0.36,0.736,0.1653,1,6571.33,144000.0,0,0,0.9962,1
34312.58,30205.26,6000.0,-1892.69,0.1749,2872.39,0.661,0.499,0.563,0.1197,2,6080.72,144000.0,0,0,0.9998,1
32240.08,20592.38,0.0,11647.7,0.0,8303.75,0.875,0.206,0.764,0.3613,0,4960.97,0.0,0,0,0.3402,0
41360.56,29709.15,10000.0,1651.41,0.2418,4165.41,0.546,0.295,0.703,0.2817,1,5874.61,240000.0,1,11,0.9975,1
32161.25,23607.27,10000.0,-1446.03,0.3109,3214.96,0.585,0.327,0.57,0.266,4,4613.46,240000.0,1,6,1.0,1
58432.89,25541.32,2500.0,30391.57,0.0428,34664.31,0.957,0.119,0.912,0.5629,0,9779.59,37500.0,1,6,0.0042,0
35000.0,18597.34,6000.0,10402.66,0.1714,13802.55,0.757,0.153,0.867,0.4686,0,12120.41,108000.0,1,22,0.5612,0
49474.48,32567.42,1500.0,15407.06,0.0303,13139.02,0.727,0.233,0.83,0.3417,0,4757.56,18000.0,0,0,0.3225,0
99206.83,57501.37,6000.0,35705.47,0.0605,33691.05,0.811,0.206,0.858,0.4204,0,14231.26,108000.0,0,0,0.0121,0
36242.16,19422.55,0.0,16819.61,0.0,14206.34,0.947,0.127,0.963,0.4641,0,9487.1,0.0,0,0,0.0348,0
61354.06,54225.19,18000.0,-10871.13,0.2934,1458.11,0.59,0.319,0.598,0.1162,1,5147.47,432000.0,0,0,0.9998,1
34045.16,25008.35,10000.0,-963.19,0.2937,2257.06,0.512,0.317,0.692,0.2654,3,4886.11,240000.0,0,0,0.9999,1
67191.76,33771.62,2500.0,30920.14,0.0372,34920.14,0.968,0.051,0.92,0.4974,0,8701.57,37500.0,0,0,0.0022,0
66353.91,35239.01,0.0,31114.9,0.0,8467.24,0.957,0.136,0.895,0.4689,0,7040.1,0.0,0,0,0.0209,0
44977.22,28498.75,4500.0,11978.47,0.1001,13296.15,0.899,0.116,0.79,0.3664,1,5874.98,54000.0,0,0,0.5565,0
47615.45,26382.79,1500.0,19732.67,0.0315,12035.15,0.755,0.229,0.798,0.4459,0,5022.66,18000.0,0,0,0.2684,1
37291.65,22667.3,3000.0,11624.34,0.0804,10184.43,0.86,0.169,0.853,0.3922,0,5481.47,36000.0,0,0,0.3426,0
47765.71,24228.6,0.0,23537.1,0.0,20930.97,0.935,0.059,0.952,0.4928,0,5984.77,0.0,0,0,0.0083,0
23436.82,14994.46,1500.0,6942.35,0.064,16750.56,0.741,0.123,0.9,0.3602,0,4236.28,18000.0,0,0,0.2662,1
61832.44,40918.74,3000.0,17913.7,0.0485,11554.83,0.735,0.138,0.888,0.3382,1,3407.8,36000.0,0,0,0.3735,1
49042.01,26580.11,2500.0,19961.9,0.051,25769.39,0.912,0.051,0.961,0.458,0,8031.08,37500.0,0,0,0.013,0
53328.3,23709.23,0.0,29619.07,0.0,27419.91,0.934,0.116,0.906,0.5554,0,7594.69,0.0,0,0,0.0055,0
24070.68,19609.91,18000.0,-13539.23,0.7478,6691.49,0.666,0.331,0.559,0.1853,1,6017.68,432000.0,1,21,1.0,1
44801.49,27234.81,1500.0,16066.68,0.0335,14485.02,0.785,0.233,0.894,0.3921,0,5074.52,18000.0,0,0,0.201,0
15000.0,12761.0,6000.0,-3761.0,0.4,2931.75,0.578,0.466,0.681,0.1493,2,4858.98,144000.0,0,0,1.0,1
42408.14,25462.44,1500.0,15445.7,0.0354,9066.07,0.777,0.247,0.816,0.3996,0,3269.48,18000.0,0,0,0.4018,0
39856.06,19384.74,0.0,20471.32,0.0,48055.74,0.941,0.1,0.895,0.5136,0,5617.86,0.0,0,0,0.0026,0
52638.73,22882.81,5000.0,24755.91,0.095,22379.58,0.968,0.073,0.913,0.5653,0,7459.38,75000.0,0,0,0.0201,0
108670.19,57908.01,10000.0,40762.18,0.092,25440.02,0.808,0.169,0.86,0.4671,0,8292.48,180000.0,0,0,0.0148,0
70888.01,30146.83,5000.0,35741.18,0.0705,28827.6,0.918,0.127,0.914,0.5747,0,9289.45,75000.0,0,0,0.0061,0
57789.72,34625.51,10000.0,13164.21,0.173,45484.02,0.668,0.25,0.934,0.4008,0,7265.88,180000.0,1,12,0.1514,0
62316.39,26503.73,0.0,35812.67,0.0,18689.33,0.961,0.076,0.928,0.5747,1,8433.25,0.0,1,5,0.011,0
74259.13,49690.42,6000.0,18568.71,0.0808,14591.13,0.781,0.256,0.888,0.3309,0,11193.48,108000.0,0,0,0.2766,0
46079.64,28375.9,1500.0,16203.75,0.0326,6673.53,0.752,0.151,0.82,0.3842,0,4534.61,18000.0,0,0,0.2919,1
32039.61,26171.4,18000.0,-12131.78,0.5618,2112.83,0.51,0.393,0.713,0.1832,1,7505.17,432000.0,0,0,1.0,1
89876.92,52830.18,3000.0,34046.74,0.0334,29299.83,0.834,0.221,0.804,0.4122,0,10336.54,54000.0,0,0,0.0198,0
38946.49,26265.74,1500.0,11180.75,0.0385,9225.84,0.863,0.229,0.855,0.3256,0,5085.69,18000.0,0,0,0.359,0
91085.49,42814.49,5000.0,43271.0,0.0549,38526.8,0.911,0.117,0.88,0.53,0,5562.52,75000.0,0,0,0.0015,0
